index,factoid_ID,pers_ID,pers_name,alternative_names,event_type,event_after-date,event_before-date,event_start,event_end,event_date,pers_title,pers_function,place_name,inst_name,rel_pers,source_quotations,additional_info,comment,info_dump,source
2866,2374,OCR,Franz Philipp Wolff,NaN,Funktionsausübung,NaN,NaN,1731 # 1740,1731 # 1740,NaN,NaN,Rat,Mainz,Kurfürstentum Mainz/Kollegiatstift Liebfrauen Mainz,NaN,NaN,"er war Regens des Priesterseminars in Mainz, 1731 Domizellar in Liebfrauen, 1740 Kapitular, Inhaber der Universitätspräbende, Sigillifer und Bücherzensor, auch Kurfürstlich Geistlicher Rat",NaN,NaN," Prot, theol. Fak.1713, Bl.13b; 
 1714, Bl. 19a; 
 1720, Bl.27a; 
 1725, Bl.32b; 
 1745, Bl. 50a; 
 RTh 17r, 17v, 23r, 26v; 
 RPh 67v; 
 Mainzer Zeitschrift 62, 1967, S.106 f.; 
 Dürr, S.93; 
 Prot. jur. Fac.1744, Bl.73; 
 Brück, Theol. Fak., S.21) 
"
2884,1794,OCR,Franz Rapedius,NaN,Funktionsausübung,NaN,NaN,1591 # 1606 # 1609,1591 # 1606 # 1609,NaN,NaN,Rektor,"Trier, Mainz, Bonn",Jesuitenkolleg Mainz,NaN,NaN,"1591 war er auch Rektor des Jesuitenkollegs in Mainz, 1606 in Bonn und 1609 in Trier",NaN,NaN," Keil, S.49, 50, 56, 59, 61 f.; 
 Verzeichnis theol. Fak., S.l; 
 Wegele, S.197, 276; 
 Duhr 11,1, S.28 Anm. 1, S.125 Anm.3, S.145 Anm.2) 
"
2896,3265,OCR,Franz Rüdiger von Haren,NaN,Funktionsausübung,NaN,NaN,1695 # 1703 # 1708 # 1711 # 1714,1695 # 1703 # 1708 # 1711 # 1714,NaN,NaN,Dekan,Mainz],Universität Mainz],NaN,NaN,"1695, 1703, 1708, 1711 und 1714 war er Dekan der Fakultät",NaN,NaN," Praetorius, Professoren, S.98; 
 Waldmann, S.5; 
 ADB 10, S.598; 
 Reg. Univ. Mog., S.39; 
 Prot. jur. Fac., S.5, 6, 19, 27, 38, 39, 55, 134r, 137r; 
 StAD VI,1/8,2 Fo.8) 
"
2919,2044,OCR,Franz Schwarz,Schwartz,Funktionsausübung,1723 # 1725,1725 # 1726,NaN,NaN,NaN,NaN,Dekan,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"von 1723-1725 unterrichtete er in Mainz Logik, Physik, Metaphysik und Ethik und war 1725-1726 Dekan der Artistenfakultät in Mainz",NaN,NaN," Praetorius, Professoren, S.95 und 137; 
 RPh 113r, 116r, 123r; 
 Prot, theol. Fak.1737, Bl. 45a; 
 1748, Bl.53b; 
 Matr. Würzburg, Nr.15668; 
 Krafft, Jesuiten, S.346; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.154, 158; 
 De Back.Som. VII, Sp. 945 f.) 
"
2920,2044,OCR,Franz Schwarz,Schwartz,Funktionsausübung,1723 # 1725,1725 # 1726,NaN,NaN,NaN,NaN,Dekan,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"von 1723-1725 unterrichtete er in Mainz Logik, Physik, Metaphysik und Ethik und war 1725-1726 Dekan der Artistenfakultät in Mainz",NaN,NaN," Praetorius, Professoren, S.95 und 137; 
 RPh 113r, 116r, 123r; 
 Prot, theol. Fak.1737, Bl. 45a; 
 1748, Bl.53b; 
 Matr. Würzburg, Nr.15668; 
 Krafft, Jesuiten, S.346; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.154, 158; 
 De Back.Som. VII, Sp. 945 f.) 
"
2921,2049,OCR,Franz Schwarz,Schwartz,Funktionsausübung,1747 # 28.8.1748,1749,NaN,NaN,NaN,NaN,Dekan,Mainz,"Universität Mainz, Theologische Fakultät",NaN,NaN,1747-1749 lehrte er wiederum Theologie an der Theologischen Fakultät in Mainz und war vom 28.8.1748-1749 Dekan der Fakultät,NaN,NaN," Praetorius, Professoren, S.95 und 137; 
 RPh 113r, 116r, 123r; 
 Prot, theol. Fak.1737, Bl. 45a; 
 1748, Bl.53b; 
 Matr. Würzburg, Nr.15668; 
 Krafft, Jesuiten, S.346; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.154, 158; 
 De Back.Som. VII, Sp. 945 f.) 
"
2922,2049,OCR,Franz Schwarz,Schwartz,Funktionsausübung,1747 # 28.8.1748,1749,NaN,NaN,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Theologische Fakultät",NaN,NaN,1747-1749 lehrte er wiederum Theologie an der Theologischen Fakultät in Mainz und war vom 28.8.1748-1749 Dekan der Fakultät,NaN,NaN," Praetorius, Professoren, S.95 und 137; 
 RPh 113r, 116r, 123r; 
 Prot, theol. Fak.1737, Bl. 45a; 
 1748, Bl.53b; 
 Matr. Würzburg, Nr.15668; 
 Krafft, Jesuiten, S.346; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.154, 158; 
 De Back.Som. VII, Sp. 945 f.) 
"
2925,2048,OCR,Franz Schwarz,Schwartz,Immatrikulation,1736 # 1741,1739 # 1744,1740,1740,NaN,NaN,Sonstiges,"Mainz, Würzburg",NaN,NaN,NaN,1736-1739 Theologieprofessor in Mainz und 1741-1744 in Würzburg (28.11. 1740 immatrikuliert),NaN,NaN," Praetorius, Professoren, S.95 und 137; 
 RPh 113r, 116r, 123r; 
 Prot, theol. Fak.1737, Bl. 45a; 
 1748, Bl.53b; 
 Matr. Würzburg, Nr.15668; 
 Krafft, Jesuiten, S.346; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.154, 158; 
 De Back.Som. VII, Sp. 945 f.) 
"
2929,5655,OCR,Franz Trentel,NaN,Amtsantritt,1771,1772,1768 # 1773 # 1775,1768 # 1773 # 1775,1768 # 1773 # 1775,NaN,Leiter,"Heidelberg, Würzburg, Wien",NaN,NaN,NaN,"im Oktober 1768 ging er nach Heidelberg, war 1771-1772 in Wien bei dem Leiter der Sternwarte und 1773 Professor adjunctus sowie 1775 Professor für Mathematik und Astronomie in Würzburg",NaN,NaN," Praetorius, Professoren, S.138; 
 Cat. Jes. 1749, S.81 Nr.17; 
 RPh 275v, 276r; 
 Matr.Würzburg, Nr.19411; 
 Matr. Heidelberg IV, 567-69; 
 Krafft, Jesuiten, S.347; 
 Stosiek, S.174 f.; 
 De Back.-Som. IX, Sp.880; 
 Reindl, S.71 Nr.5; 
 Prot, phil. Fak., S.24) 
"
2930,5655,OCR,Franz Trentel,NaN,Amtsantritt,1771,1772,NaN,NaN,1768 # 1773 # 1775,NaN,Leiter,"Heidelberg, Würzburg, Wien",NaN,NaN,NaN,"im Oktober 1768 ging er nach Heidelberg, war 1771-1772 in Wien bei dem Leiter der Sternwarte und 1773 Professor adjunctus sowie 1775 Professor für Mathematik und Astronomie in Würzburg",NaN,NaN," Praetorius, Professoren, S.138; 
 Cat. Jes. 1749, S.81 Nr.17; 
 RPh 275v, 276r; 
 Matr.Würzburg, Nr.19411; 
 Matr. Heidelberg IV, 567-69; 
 Krafft, Jesuiten, S.347; 
 Stosiek, S.174 f.; 
 De Back.-Som. IX, Sp.880; 
 Reindl, S.71 Nr.5; 
 Prot, phil. Fak., S.24) 
"
2931,5655,OCR,Franz Trentel,NaN,Amtsantritt,1771,1772,1768 # 1773 # 1775,1768 # 1773 # 1775,1768 # 1773 # 1775,NaN,Professor,"Heidelberg, Würzburg, Wien",NaN,NaN,NaN,"im Oktober 1768 ging er nach Heidelberg, war 1771-1772 in Wien bei dem Leiter der Sternwarte und 1773 Professor adjunctus sowie 1775 Professor für Mathematik und Astronomie in Würzburg",NaN,NaN," Praetorius, Professoren, S.138; 
 Cat. Jes. 1749, S.81 Nr.17; 
 RPh 275v, 276r; 
 Matr.Würzburg, Nr.19411; 
 Matr. Heidelberg IV, 567-69; 
 Krafft, Jesuiten, S.347; 
 Stosiek, S.174 f.; 
 De Back.-Som. IX, Sp.880; 
 Reindl, S.71 Nr.5; 
 Prot, phil. Fak., S.24) 
"
2932,5655,OCR,Franz Trentel,NaN,Amtsantritt,1771,1772,NaN,NaN,1768 # 1773 # 1775,NaN,Professor,"Heidelberg, Würzburg, Wien",NaN,NaN,NaN,"im Oktober 1768 ging er nach Heidelberg, war 1771-1772 in Wien bei dem Leiter der Sternwarte und 1773 Professor adjunctus sowie 1775 Professor für Mathematik und Astronomie in Würzburg",NaN,NaN," Praetorius, Professoren, S.138; 
 Cat. Jes. 1749, S.81 Nr.17; 
 RPh 275v, 276r; 
 Matr.Würzburg, Nr.19411; 
 Matr. Heidelberg IV, 567-69; 
 Krafft, Jesuiten, S.347; 
 Stosiek, S.174 f.; 
 De Back.-Som. IX, Sp.880; 
 Reindl, S.71 Nr.5; 
 Prot, phil. Fak., S.24) 
"
2938,reconstruction,OCR,Franz Trentel,NaN,Funktionsausübung,NaN,1772,1768 # 1773 # 1775,NaN,1768 # 1773 # 1775,NaN,Leiter,"Heidelberg, Würzburg, Wien",NaN,NaN,NaN,"im Oktober 1768 ging er nach Heidelberg, war 1771-1772 in Wien bei dem Leiter der Sternwarte und 1773 Professor adjunctus sowie 1775 Professor für Mathematik und Astronomie in Würzburg",NaN,NaN," Praetorius, Professoren, S.138; 
 Cat. Jes. 1749, S.81 Nr.17; 
 RPh 275v, 276r; 
 Matr.Würzburg, Nr.19411; 
 Matr. Heidelberg IV, 567-69; 
 Krafft, Jesuiten, S.347; 
 Stosiek, S.174 f.; 
 De Back.-Som. IX, Sp.880; 
 Reindl, S.71 Nr.5; 
 Prot, phil. Fak., S.24) 
"
2939,reconstruction,OCR,Franz Trentel,NaN,Funktionsausübung,NaN,1772,1768 # 1773 # 1775,NaN,1768 # 1773 # 1775,NaN,Professor,"Heidelberg, Würzburg, Wien",NaN,NaN,NaN,"im Oktober 1768 ging er nach Heidelberg, war 1771-1772 in Wien bei dem Leiter der Sternwarte und 1773 Professor adjunctus sowie 1775 Professor für Mathematik und Astronomie in Würzburg",NaN,NaN," Praetorius, Professoren, S.138; 
 Cat. Jes. 1749, S.81 Nr.17; 
 RPh 275v, 276r; 
 Matr.Würzburg, Nr.19411; 
 Matr. Heidelberg IV, 567-69; 
 Krafft, Jesuiten, S.347; 
 Stosiek, S.174 f.; 
 De Back.-Som. IX, Sp.880; 
 Reindl, S.71 Nr.5; 
 Prot, phil. Fak., S.24) 
"
2941,5653,OCR,Franz Trentel,NaN,Funktionsausübung,1765,1767,1767 # 1767-11-26,1767 # 1767-11-26,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"1765-1767 war er Professor der Mathematik an der Artistenfakultät in Mainz, lehrte 1767 hier Hebräisch und Hl. Schrift und unterschrieb am 26.11.1767 die Fakultätsrechnungen",NaN,NaN," Praetorius, Professoren, S.138; 
 Cat. Jes. 1749, S.81 Nr.17; 
 RPh 275v, 276r; 
 Matr.Würzburg, Nr.19411; 
 Matr. Heidelberg IV, 567-69; 
 Krafft, Jesuiten, S.347; 
 Stosiek, S.174 f.; 
 De Back.-Som. IX, Sp.880; 
 Reindl, S.71 Nr.5; 
 Prot, phil. Fak., S.24) 
"
2942,5653,OCR,Franz Trentel,NaN,Funktionsausübung,1765,1767,1767 # 1767-11-26,1767 # 1767-11-26,NaN,NaN,Professor,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"1765-1767 war er Professor der Mathematik an der Artistenfakultät in Mainz, lehrte 1767 hier Hebräisch und Hl. Schrift und unterschrieb am 26.11.1767 die Fakultätsrechnungen",NaN,NaN," Praetorius, Professoren, S.138; 
 Cat. Jes. 1749, S.81 Nr.17; 
 RPh 275v, 276r; 
 Matr.Würzburg, Nr.19411; 
 Matr. Heidelberg IV, 567-69; 
 Krafft, Jesuiten, S.347; 
 Stosiek, S.174 f.; 
 De Back.-Som. IX, Sp.880; 
 Reindl, S.71 Nr.5; 
 Prot, phil. Fak., S.24) 
"
2952,4661,OCR,Franz Ulrich Megele,NaN,Funktionsausübung,NaN,NaN,1790 # 1790-11-15 # 1815,1790 # 1790-11-15 # 1815,NaN,NaN,Lehrer,Mainz,Universität Mainz],NaN,NaN,"1790 kam er nach Mainz zurück, war vom 15.11.1790-1815 Professor der Medizin und lehrte in Mainz Vieharzneikunde, auch noch an der Medizinschule",NaN,NaN," Praetorius, Professoren, S.134; 
 RR II 80; 
 Matr. Würzburg, Nr.21553; 
 StAD VI,1/25,1 Fo.23v; 
 Krämer, S.58; 
 H.Mathy, Ein Bericht von Franz Ulrich Megele über das Studium der Tiermedizin in Paris 1784, in: Jahrbuch der Vereinigung ""Freunde der Universität Mainz"", Bd.12, 1963, S.105-109)
"
2953,4661,OCR,Franz Ulrich Megele,NaN,Funktionsausübung,NaN,NaN,1790 # 1790-11-15 # 1815,1790 # 1790-11-15 # 1815,NaN,NaN,Professor,Mainz,Universität Mainz],NaN,NaN,"1790 kam er nach Mainz zurück, war vom 15.11.1790-1815 Professor der Medizin und lehrte in Mainz Vieharzneikunde, auch noch an der Medizinschule",NaN,NaN," Praetorius, Professoren, S.134; 
 RR II 80; 
 Matr. Würzburg, Nr.21553; 
 StAD VI,1/25,1 Fo.23v; 
 Krämer, S.58; 
 H.Mathy, Ein Bericht von Franz Ulrich Megele über das Studium der Tiermedizin in Paris 1784, in: Jahrbuch der Vereinigung ""Freunde der Universität Mainz"", Bd.12, 1963, S.105-109)
"
2997,3104,OCR,Franz Vogt,NaN,Funktionsausübung,NaN,NaN,1621 # 1625,1621 # 1625,NaN,NaN,Assessor,Mainz,"Universität Mainz, Juristische Fakultät",NaN,NaN,1621 und 1625 als Assessor der Juristischen Fakultät genannt,NaN,NaN," Praetorius, Professoren, S.98; 
 Reg. Univ. Mog., S.10, 12, 14; 
 Pick, Reichsstaatsrecht, S.36 42; 
 Aula hon., S.4 hier: + 23.12. 1631; 
 Dürr, Bl.13a hier: + Dez. 1631) 
"
3030,5064,OCR,Friedrich Antoni,NaN,Funktionsausübung,NaN,NaN,1678 # 1679,1678 # 1679,NaN,mag.,Dekan,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"Magister, 1678 Assessor der Artistenfakultät in Mainz und 1679 Dekan",NaN,NaN," Reg. Univ. Mog., S.32; 
 Aula hon., S.8) 
"
3043,4182,OCR,Friedrich Cronberg,NaN,Studium,NaN,NaN,1690 # 1691,1690 # 1691,NaN,"bacc., phil./mag., phil.",Student,"Mainz, Mittelheim",Universität Mainz,NaN,NaN,"Mittelheim er studierte in Mainz, 1690 bacc. phil., 1691 mag. phil.",NaN,NaN," Praetorius, Professoren, S.133; 
 RPh 4r, 6r; 
 Prot. med. Fak.1719, S.289 f.; 
 1723, S.319; 
 1730, S.387; 
 Terhalle, Med., S.63; 
 Krämer, S.35, 66) 
"
3078,4225,OCR,Friedrich Franz Thyri,Thiry,Studium,NaN,NaN,1764 # 1765-09-05,1764 # 1765-09-05,NaN,"bacc., phil./mag., phil.",Student,Mainz,Universität Mainz],NaN,NaN,"er studierte in Mainz, 1764 bacc. phil., 5.9.1765 mag. phil.",NaN,NaN," Praetorius, Professoren, S.133; 
 RPh 263v, 266r; 
 RR II 269; 
 Senatsprot. II, Bl.224 v; 
 Prot. med. Fak.1770, S.223; 
 1773, S.278; 
 1775, S.326; 
 1776, S.330, 331, 347, 367) 
"
3083,5929,OCR,Friedrich Geiger,NaN,Funktionsausübung,1692 # 1696,1695 # 1701,1707,1707,NaN,NaN,Lehrer,"Bamberg, Worms, Würzburg",NaN,NaN,NaN,"1692-1695 lehrte er Mathematik und Physik in Würzburg, 1696-1701 Theologie in Bamberg, 1707 war er Rektor in Worms",NaN,NaN," Praetorius, Professoren, S.136; 
 Cat. Jes. 1726, S.6 Nr.2; 
 Krafft, Jesuiten, S.333; 
 RPh 3r; 
 Aula hon., S.9; 
 Matr. Würzburg, Nr. 7934; 
 Logermann, S.75-77; 
 Reindl, S.62 Nr. 39 hier: * in Kappenheim/Elsaß, S.90 und 175; 
 Stosiek, S.65 f.; 
 De Back.-Som. III, Sp.1302/04 hier: * in Kappelen/Elsaß am 18.3.1655, + 7.7.1734) 
"
3084,5929,OCR,Friedrich Geiger,NaN,Funktionsausübung,1692 # 1696,1695 # 1701,1707,1707,NaN,NaN,Rektor,"Bamberg, Worms, Würzburg",NaN,NaN,NaN,"1692-1695 lehrte er Mathematik und Physik in Würzburg, 1696-1701 Theologie in Bamberg, 1707 war er Rektor in Worms",NaN,NaN," Praetorius, Professoren, S.136; 
 Cat. Jes. 1726, S.6 Nr.2; 
 Krafft, Jesuiten, S.333; 
 RPh 3r; 
 Aula hon., S.9; 
 Matr. Würzburg, Nr. 7934; 
 Logermann, S.75-77; 
 Reindl, S.62 Nr. 39 hier: * in Kappenheim/Elsaß, S.90 und 175; 
 Stosiek, S.65 f.; 
 De Back.-Som. III, Sp.1302/04 hier: * in Kappelen/Elsaß am 18.3.1655, + 7.7.1734) 
"
3086,5927,OCR,Friedrich Geiger,NaN,Funktionsausübung,1689,1690,1686 # 1687 # 1688 # 1689,1686 # 1687 # 1688 # 1689,NaN,NaN,Dekan,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"1686 war er in Mainz Professor der Artistenfakultät und lehrte Mathematik, 1687 Logik, 1688 Physik und Mathematik, 1689 Metaphysik sowie Ethik und war 1689-1690 Dekan der Fakultät",NaN,NaN," Praetorius, Professoren, S.136; 
 Cat. Jes. 1726, S.6 Nr.2; 
 Krafft, Jesuiten, S.333; 
 RPh 3r; 
 Aula hon., S.9; 
 Matr. Würzburg, Nr. 7934; 
 Logermann, S.75-77; 
 Reindl, S.62 Nr. 39 hier: * in Kappenheim/Elsaß, S.90 und 175; 
 Stosiek, S.65 f.; 
 De Back.-Som. III, Sp.1302/04 hier: * in Kappelen/Elsaß am 18.3.1655, + 7.7.1734) 
"
3087,5927,OCR,Friedrich Geiger,NaN,Funktionsausübung,1689,1690,1686 # 1687 # 1688 # 1689,1686 # 1687 # 1688 # 1689,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"1686 war er in Mainz Professor der Artistenfakultät und lehrte Mathematik, 1687 Logik, 1688 Physik und Mathematik, 1689 Metaphysik sowie Ethik und war 1689-1690 Dekan der Fakultät",NaN,NaN," Praetorius, Professoren, S.136; 
 Cat. Jes. 1726, S.6 Nr.2; 
 Krafft, Jesuiten, S.333; 
 RPh 3r; 
 Aula hon., S.9; 
 Matr. Würzburg, Nr. 7934; 
 Logermann, S.75-77; 
 Reindl, S.62 Nr. 39 hier: * in Kappenheim/Elsaß, S.90 und 175; 
 Stosiek, S.65 f.; 
 De Back.-Som. III, Sp.1302/04 hier: * in Kappelen/Elsaß am 18.3.1655, + 7.7.1734) 
"
3088,5927,OCR,Friedrich Geiger,NaN,Funktionsausübung,1689,1690,1686 # 1687 # 1688 # 1689,1686 # 1687 # 1688 # 1689,NaN,NaN,Professor,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"1686 war er in Mainz Professor der Artistenfakultät und lehrte Mathematik, 1687 Logik, 1688 Physik und Mathematik, 1689 Metaphysik sowie Ethik und war 1689-1690 Dekan der Fakultät",NaN,NaN," Praetorius, Professoren, S.136; 
 Cat. Jes. 1726, S.6 Nr.2; 
 Krafft, Jesuiten, S.333; 
 RPh 3r; 
 Aula hon., S.9; 
 Matr. Würzburg, Nr. 7934; 
 Logermann, S.75-77; 
 Reindl, S.62 Nr. 39 hier: * in Kappenheim/Elsaß, S.90 und 175; 
 Stosiek, S.65 f.; 
 De Back.-Som. III, Sp.1302/04 hier: * in Kappelen/Elsaß am 18.3.1655, + 7.7.1734) 
"
3092,reconstruction,OCR,Friedrich Geiger,NaN,Studium,NaN,NaN,1681-01-08 # 1684-12-18,NaN,1681-01-08 # 1684-12-18,NaN,Priester,Würzburg,Universität Würzburg,NaN,NaN,"am 8.1.1681 in Würzburg immatrikuliert, am 18.12.1684 Priester zu Würzburg, dort auch Theses ex univ.Theol. verteidigt",NaN,NaN," Praetorius, Professoren, S.136; 
 Cat. Jes. 1726, S.6 Nr.2; 
 Krafft, Jesuiten, S.333; 
 RPh 3r; 
 Aula hon., S.9; 
 Matr. Würzburg, Nr. 7934; 
 Logermann, S.75-77; 
 Reindl, S.62 Nr. 39 hier: * in Kappenheim/Elsaß, S.90 und 175; 
 Stosiek, S.65 f.; 
 De Back.-Som. III, Sp.1302/04 hier: * in Kappelen/Elsaß am 18.3.1655, + 7.7.1734) 
"
3144,3440,OCR,Friedrich Lorenz Theodor Langen,NaN,Funktionsausübung,NaN,NaN,1784 # 1789,1784 # 1789,NaN,NaN,Mitglied,Mainz,Universität Mainz,NaN,NaN,"1784 Mitglied der Finanzverwaltung der Mainzer Universität, 1789 Mitglied der Universitäts-Kameral-Deputation",NaN,NaN," Praetorius, Professoren, S.100; 
 Prot. Jur. Fac., B1.86v, 87r, 90v; 
 Hofkal.1763, S.49; 
 1766, S.61; 
 1769, S.55; 
 1774, S.37; 
 1778, S. 37; 
 1782, S.39; 
 1786, S.37; 
 1797, S.32; 
 Senatsprot. II, Bl.lOlv; 
 StAD VI,1/7,4 Fo.22, 23; 
 VI,1/8,2 Fo.132; 
 VI,1/12,4 Fo.22, 23; 
 VI,1/25,1 Fo.20v; 
 Waldmann, S.66 f.; 
 ESF-Mont-Tonnerre, Bl.506) 
"
3151,3436,OCR,Friedrich Lorenz Theodor Langen,NaN,Promotion,NaN,NaN,1760-02-04 # 1760-02-05,1760-02-04 # 1760-02-05,NaN,Dr.,Promovend,NaN,NaN,NaN,NaN,er wurde am 4.2.1760 zum Concilium majus zugelassen und am 5.2.1760 zum Dr. jur. utriusque promoviert,NaN,NaN," Praetorius, Professoren, S.100; 
 Prot. Jur. Fac., B1.86v, 87r, 90v; 
 Hofkal.1763, S.49; 
 1766, S.61; 
 1769, S.55; 
 1774, S.37; 
 1778, S. 37; 
 1782, S.39; 
 1786, S.37; 
 1797, S.32; 
 Senatsprot. II, Bl.lOlv; 
 StAD VI,1/7,4 Fo.22, 23; 
 VI,1/8,2 Fo.132; 
 VI,1/12,4 Fo.22, 23; 
 VI,1/25,1 Fo.20v; 
 Waldmann, S.66 f.; 
 ESF-Mont-Tonnerre, Bl.506) 
"
3187,6868,OCR,Friedrich Schuster,NaN,Studium,NaN,NaN,1730 # 1731,1730 # 1731,NaN,"bacc., phil./mag., phil.",Student,Mainz,Universität Mainz],NaN,NaN,"Studium in Mainz, 1730 bacc. phil., 1731 mag. phil.",NaN,NaN," Praetorius, Professoren, S.138; 
 RPh 138v, 140v, 265v, 273r; 
 Prot. phil. Fak., S.9; 
 Cat. Jes.1743, S.42 Nr.13; 
 Wormser Weihebuch, S.147; 
 Senatsprot.il, B1.93v; 
 Matr. Heidelberg IV, S.109, 557, 560; 
 Heß, Nr.8142; 
 Weber, S.640 f., 734; 
 Hofkal.1766, S.89; 
 Krafft, Jesuiten, S.346) 
"
3196,773,OCR,Friedrich Vincke,NaN,Funktionsausübung,NaN,NaN,1683 # 1685,1683 # 1685,NaN,NaN,Lehrer,Würzburg,"Universität Würzburg, Philosophische Fakultät",NaN,NaN,"1683 Professor der Philosophie in Würzburg, 1685 lehrte er dort aristotelische Physik",NaN,NaN," Stosiek, S. 59 f. + 22.5.1714 in Würzburg); 
 De Back.-Som. VIII, Sp.827; 
 Weber, S.623; 
 Krafft, Jesuiten, S.348; 
 Stosiek, S.59 f.; 
 Reindl, S.89) 
"
3197,773,OCR,Friedrich Vincke,NaN,Funktionsausübung,NaN,NaN,1683 # 1685,1683 # 1685,NaN,NaN,Professor,Würzburg,"Universität Würzburg, Philosophische Fakultät",NaN,NaN,"1683 Professor der Philosophie in Würzburg, 1685 lehrte er dort aristotelische Physik",NaN,NaN," Stosiek, S. 59 f. + 22.5.1714 in Würzburg); 
 De Back.-Som. VIII, Sp.827; 
 Weber, S.623; 
 Krafft, Jesuiten, S.348; 
 Stosiek, S.59 f.; 
 Reindl, S.89) 
"
3217,3731,OCR,Friedrich Wilhelm Rüding,NaN,Studium,NaN,NaN,1721 # 1722,1721 # 1722,NaN,"bacc., phil./mag., phil.",Student,Mainz,Universität Mainz],NaN,NaN,"er studierte in Mainz, 1721 bacc. phil., 1722 mag. phil.",NaN,NaN," Praetorius, Professoren, S.99; 
 RPh 104v, 107v; 
 Waldmann, S.25 f.; 
 Prot. jur. Fac., Bl.58v) 
"
3231,2389,OCR,Friedrich Wunderlich,NaN,Funktionsausübung,NaN,NaN,1739 # 1746,1739 # 1746,NaN,NaN,Lehrer,Mainz,Universität Mainz],NaN,NaN,"ab 1739 lehrte er Theologie in Mainz bis 1746 und zwar Polemik, Hebräisch, Scholastik, Hl. Schrift und Kirchenrecht",NaN,NaN," Praetorius, Professoren, S.95 und 137; 
 Matr. Heidelberg IV, S.84 Anm.2, S.450; 
 RPh 152v, 156, 159r, 165r, 169v; 
 Cat. Jes.1726, S.58 Nr.33; 
 Matr. Würzburg, Nr.13600; 
 RTh 35v, 37r; 
 Brück, Theol. Fak., S.114, 154, 158; 
 Krafft, Jesuiten, S.350) 
"
3236,2383,OCR,Friedrich Wunderlich,NaN,Studium,NaN,NaN,1715 # 1716,1715 # 1716,NaN,"bacc., phil./mag., phil.",Student,Mainz,Universität Mainz],NaN,NaN,"Studium in Mainz, 1715 bacc. phil., 1716 mag. phil.",NaN,NaN," Praetorius, Professoren, S.95 und 137; 
 Matr. Heidelberg IV, S.84 Anm.2, S.450; 
 RPh 152v, 156, 159r, 165r, 169v; 
 Cat. Jes.1726, S.58 Nr.33; 
 Matr. Würzburg, Nr.13600; 
 RTh 35v, 37r; 
 Brück, Theol. Fak., S.114, 154, 158; 
 Krafft, Jesuiten, S.350) 
"
3267,6495,OCR,Georg Adam Merget,NaN,Funktionsausübung,NaN,NaN,1791 # 1797,1791 # 1797,NaN,NaN,Sonstiges,Aschaffenburg,NaN,NaN,NaN,im 2. Quartal 1791 verließ er die Universität und ging 1797 nach Aschaffenburg,NaN,NaN," Praetorius, Professoren, S.139; 
 RPh 270v, 273v; 
 Prot. phil. Fak.,S.16,97, 109; 
 StAD VI,1/3,4 Fo.418 f.; 
 VI,1/25,1 Fo.27v, 28r; 
 Hofkal.1786, S.166, 167; 
 Hermes, S.123; 
 Schmidt-Scharff, S.309) 
"
3270,6489,OCR,Georg Adam Merget,NaN,Studium,NaN,NaN,1766-09-06 # 1767-09-07,1766-09-06 # 1767-09-07,NaN,"bacc., phil./mag., phil.",Student,Mainz,Universität Mainz],NaN,NaN,"Mainz Studium in Mainz, 6.9.1766 bacc. phil., 7.9.1767 mag. phil.",NaN,NaN," Praetorius, Professoren, S.139; 
 RPh 270v, 273v; 
 Prot. phil. Fak.,S.16,97, 109; 
 StAD VI,1/3,4 Fo.418 f.; 
 VI,1/25,1 Fo.27v, 28r; 
 Hofkal.1786, S.166, 167; 
 Hermes, S.123; 
 Schmidt-Scharff, S.309) 
"
3272,1815,OCR,Georg Adam Reider,NaN,Funktionsausübung,NaN,NaN,1730 # 1731 # 1733,1730 # 1731 # 1733,NaN,NaN,Dekan,Mainz,Kollegiatstift Liebfrauen Mainz,NaN,NaN,"1730 Domizellar von Liebfrauen in Mainz, 1731 Kapitular und 1733 Dekan",NaN,NaN," Praetorius, Professoren, S.95 u. 137; 
 RTh 21r, 22r, 23r, 30r, 34r, 35r, 37r, 40v; 
 RPh 88v, 91v,140r; 
 Verzeichnis theol. Fak., S. 3 f.; 
 Prot, theol. Fak.1721, Bl.28a; 
 1723, Bl.30; 
 1724, Bl.31a, 32a; 
 1737, Bl.44b; 
 1751, Bl.56a; 
 Brück, Theol. Fak., S.154; 
 Dürr, S.49 u. 80) 
"
